Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2017,Diabetes Mellitus,Male,Non-Hispanic White,238.0,17.71907816,13.95170168
2017,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,194.0,14.4432822,12.95228637
2017,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,172.0,12.80538422,9.466142728
2017,Other Causes,Male,Non-Hispanic White,2167.0,161.3329512,127.5532876
2017,Diseases of Heart,Male,Not Stated/Unknown,193.0,,
2017,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,120.0,,
2017,Diabetes Mellitus,Male,Not Stated/Unknown,29.0,,
2017,Other Causes,Male,Not Stated/Unknown,23.0,,
2017,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,20.0,,
2017,Other Causes,Male,Not Stated/Unknown,19.0,,
2017,Mental and Behavioral Disorders,Male,Not Stated/Unknown,17.0,,
2017,Essential Hypertension and Renal Diseases,Male,Not Stated/Unknown,16.0,,
2017,Chronic Liver Disease and Cirrhosis,Male,Not Stated/Unknown,14.0,,
2017,Other Causes,Male,Not Stated/Unknown,13.0,,
2017,Other Causes,Male,Not Stated/Unknown,137.0,,
2017,Diseases of Heart,Male,Other Race/ Ethnicity,21.0,,
2017,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,15.0,,
2017,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,5.0,,
2017,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,4.0,,
2017,Diabetes Mellitus,Male,Other Race/ Ethnicity,3.0,,
2017,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,3.0,,
2017,Chronic Liver Disease and Cirrhosis,Male,Other Race/ Ethnicity,2.0,,
2017,Other Causes,Male,Other Race/ Ethnicity,2.0,,
2017,Other Causes,Male,Other Race/ Ethnicity,2.0,,
2017,Septicemia,Male,Other Race/ Ethnicity,2.0,,
2017,Other Causes,Male,Other Race/ Ethnicity,16.0,,
2018,Intentional Self-Harm (Suicide),F,Asian and Pacific Islander,28.0,4.311,4.323
2018,Accidents Except Drug Poisoning,F,Asian and Pacific Islander,33.0,5.081,4.715
2018,Parkinson's Disease,M,Asian and Pacific Islander,30.0,5.107,5.318
2018,Other Causes,M,Asian and Pacific Islander,30.0,5.107,5.867
2018,Nephritis and Related Diseases,M,Asian and Pacific Islander,30.0,5.107,5.115
2018,Accidents Except Drug Poisoning,F,Hispanic,71.0,5.613,5.348
2018,Other Causes,F,Asian and Pacific Islander,40.0,6.159,5.366
2018,Chronic Liver Disease and Cirrhosis,F,Not Stated/Unknown,6.0,6.725,8.154
2018,Other Causes,F,Not Stated/Unknown,6.0,6.725,9.138
2018,Other Causes,F,Not Stated/Unknown,6.0,6.725,9.553
2018,Intentional Self-Harm (Suicide),M,Asian and Pacific Islander,46.0,7.831,7.481
2018,Cerebrovascular Disease (Stroke),F,Not Stated/Unknown,7.0,7.846,11.144
2018,Nephritis and Related Diseases,F,Non-Hispanic Black,80.0,7.913,5.807
2018,Mental and Behavioral Disorders,F,Hispanic,107.0,8.459,8.153
2018,Mental and Behavioral Disorders,F,Non-Hispanic White,120.0,8.707,8.385
2018,Essential Hypertension and Renal Diseases,M,Hispanic,110.0,9.286,12.626
2018,Other Causes,F,Asian and Pacific Islander,61.0,9.392,8.185
2018,Essential Hypertension and Renal Diseases,M,Asian and Pacific Islander,57.0,9.704,10.106
2018,Essential Hypertension and Renal Diseases,F,Asian and Pacific Islander,66.0,10.162,8.887
2018,Essential Hypertension and Renal Diseases,F,Not Stated/Unknown,10.0,11.209,15.88
2018,Other Causes,M,Other Race/ Ethnicity,55.0,,
2018,Essential Hypertension and Renal Diseases,F,Hispanic,152.0,12.017,11.109
2018,Other Causes,F,Asian and Pacific Islander,79.0,12.163,10.757
2018,Mental and Behavioral Disorders,F,Non-Hispanic Black,123.0,12.166,10.384
2018,Other Causes,M,Hispanic,146.0,12.325,16.311
2018,Other Causes,F,Not Stated/Unknown,11.0,12.33,17.636
2018,Accidents Except Drug Poisoning,F,Non-Hispanic White,177.0,12.843,8.085
2018,Diabetes Mellitus,F,Non-Hispanic White,180.0,13.061,7.485
2018,Diabetes Mellitus,F,Asian and Pacific Islander,85.0,13.087,11.467
2018,Chronic Liver Disease and Cirrhosis,M,Hispanic,157.0,13.254,14.936
2018,Other Causes,M,Asian and Pacific Islander,78.0,13.279,13.916
2018,Essential Hypertension and Renal Diseases,M,Non-Hispanic White,177.0,13.449,9.853
2018,Diabetes Mellitus,F,Not Stated/Unknown,12.0,13.451,18.98
2018,Accidents Except Drug Poisoning,M,Asian and Pacific Islander,84.0,14.301,14.166
2018,Cerebrovascular Disease (Stroke),M,Hispanic,171.0,14.436,18.949
2018,Other Causes,F,Not Stated/Unknown,13.0,14.572,12.053
2018,Accidents Except Drug Poisoning,M,Non-Hispanic Black,129.0,15.392,15.436
2018,Intentional Self-Harm (Suicide),M,Non-Hispanic White,208.0,15.805,14.184
2018,Other Causes,F,Non-Hispanic Black,160.0,15.826,10.573
2018,Essential Hypertension and Renal Diseases,M,Not Stated/Unknown,13.0,16.275,29.377
2018,Accidents Except Drug Poisoning,M,Not Stated/Unknown,13.0,16.275,26.13
2018,Other Causes,M,Hispanic,193.0,16.293,22.46
2018,Other Causes,F,Hispanic,211.0,16.681,15.561
2018,Diabetes Mellitus,M,Asian and Pacific Islander,99.0,16.855,16.778
2018,Accidents Except Drug Poisoning,M,Hispanic,200.0,16.884,18.663
2018,Cerebrovascular Disease (Stroke),M,Asian and Pacific Islander,102.0,17.365,17.355
2018,Chronic Liver Disease and Cirrhosis,M,Not Stated/Unknown,14.0,17.527,23.942
2018,Cerebrovascular Disease (Stroke),F,Asian and Pacific Islander,114.0,17.552,15.469
2018,Other Causes,F,Hispanic,225.0,17.788,16.463
2018,Assault (Homicide),M,Non-Hispanic Black,152.0,18.136,18.171
2018,Essential Hypertension and Renal Diseases,F,Non-Hispanic White,253.0,18.358,8.893
2018,Accidents Except Drug Poisoning,M,Non-Hispanic White,244.0,18.54,14.777
2018,Diabetes Mellitus,F,Hispanic,236.0,18.658,17.558
2018,Other Causes,F,Hispanic,243.0,19.211,17.122
2018,Cerebrovascular Disease (Stroke),F,Hispanic,244.0,19.29,17.886
2018,Other Causes,M,Asian and Pacific Islander,117.0,19.919,20.647
2018,Diabetes Mellitus,M,Hispanic,236.0,19.923,25.537
2018,Other Causes,M,Not Stated/Unknown,16.0,20.031,32.541
2018,Other Causes,M,Non-Hispanic Black,173.0,20.642,21.044
2018,Essential Hypertension and Renal Diseases,M,Non-Hispanic Black,176.0,21.0,21.851
2018,Cerebrovascular Disease (Stroke),M,Not Stated/Unknown,17.0,21.283,34.048
2018,Cerebrovascular Disease (Stroke),M,Non-Hispanic White,296.0,22.491,16.712
2018,Other Causes,M,Not Stated/Unknown,18.0,22.535,16.87
2018,Diabetes Mellitus,M,Non-Hispanic White,307.0,23.327,18.13
2018,Essential Hypertension and Renal Diseases,F,Non-Hispanic Black,244.0,24.135,17.373
2018,Other Causes,F,Non-Hispanic Black,257.0,25.421,19.319
2018,Cerebrovascular Disease (Stroke),M,Non-Hispanic Black,217.0,25.892,26.658
2018,Other Causes,F,Non-Hispanic White,369.0,26.774,11.344
2018,Other Causes,F,Non-Hispanic Black,276.0,27.3,19.885
2018,Other Causes,M,Not Stated/Unknown,22.0,27.542,47.183
2018,Other Causes,M,Non-Hispanic White,364.0,27.658,20.577
2018,Other Causes,F,Non-Hispanic White,391.0,28.371,13.778
2018,Other Causes,M,Non-Hispanic Black,240.0,28.637,30.4
2018,Mental and Behavioral Disorders,M,Not Stated/Unknown,23.0,28.794,35.45
2018,Cerebrovascular Disease (Stroke),F,Non-Hispanic White,403.0,29.241,14.666
2018,Cerebrovascular Disease (Stroke),F,Non-Hispanic Black,299.0,29.575,21.7
2018,Mental and Behavioral Disorders,M,Non-Hispanic White,413.0,31.381,28.644
2018,Mental and Behavioral Disorders,M,Non-Hispanic Black,271.0,32.335,29.271
2018,Mental and Behavioral Disorders,M,Hispanic,392.0,33.093,32.997
2018,Other Causes,M,Non-Hispanic White,436.0,33.129,24.132
2018,Other Causes,F,Non-Hispanic White,477.0,34.611,18.793
2018,Diabetes Mellitus,M,Not Stated/Unknown,28.0,35.054,58.126
2018,Diabetes Mellitus,F,Non-Hispanic Black,407.0,40.258,29.887
2018,Diabetes Mellitus,M,Non-Hispanic Black,357.0,42.597,43.077
2018,Other Causes,F,Asian and Pacific Islander,428.0,65.897,60.058
2018,Malignant Neoplasms (Cancer),F,Not Stated/Unknown,59.0,66.132,89.397
2018,Other Causes,M,Asian and Pacific Islander,437.0,74.399,75.313
2018,Other Causes,F,Not Stated/Unknown,68.0,76.22,100.491
2018,Malignant Neoplasms (Cancer),F,Asian and Pacific Islander,590.0,90.84,79.168
2018,Malignant Neoplasms (Cancer),F,Hispanic,1157.0,91.47,86.722
2018,Other Causes,F,Hispanic,1182.0,93.446,87.445
2018,Diseases of Heart,F,Asian and Pacific Islander,610.0,93.919,81.719
2018,Malignant Neoplasms (Cancer),M,Hispanic,1230.0,103.837,132.164
2018,Other Causes,M,Hispanic,1305.0,110.169,138.078
2018,Diseases of Heart,F,Hispanic,1493.0,118.033,109.083
2018,Diseases of Heart,M,Asian and Pacific Islander,700.0,119.174,120.436
2018,Malignant Neoplasms (Cancer),M,Not Stated/Unknown,96.0,120.185,198.075
2018,Malignant Neoplasms (Cancer),M,Asian and Pacific Islander,711.0,121.047,116.072
2018,Diseases of Heart,M,Hispanic,1480.0,124.942,168.275
2018,Other Causes,M,Not Stated/Unknown,105.0,131.452,213.777
2018,Other Causes,F,Non-Hispanic Black,1541.0,152.425,119.799
2018,Diseases of Heart,F,Not Stated/Unknown,145.0,162.529,226.995
2018,Other Causes,F,Non-Hispanic White,2354.0,170.805,98.051
2018,Other Causes,M,Non-Hispanic White,2253.0,171.19,134.486
2018,Malignant Neoplasms (Cancer),M,Non-Hispanic Black,1485.0,177.189,178.45
2018,Other Causes,M,Non-Hispanic Black,1538.0,183.513,189.514
2018,Malignant Neoplasms (Cancer),F,Non-Hispanic Black,1858.0,183.781,140.841
2018,Diseases of Heart,M,Not Stated/Unknown,169.0,211.575,393.764
2018,Malignant Neoplasms (Cancer),F,Non-Hispanic White,2949.0,213.978,138.754
2018,Malignant Neoplasms (Cancer),M,Non-Hispanic White,2834.0,215.337,167.441
2018,Diseases of Heart,F,Non-Hispanic Black,2552.0,252.426,181.358
2018,Diseases of Heart,M,Non-Hispanic Black,2250.0,268.468,277.39
2018,Diseases of Heart,M,Non-Hispanic White,3959.0,300.818,223.358
2018,Diseases of Heart,F,Non-Hispanic White,4248.0,308.233,150.307
2018,Diseases of Heart,M,Other Race/ Ethnicity,82.0,,
2018,Malignant Neoplasms (Cancer),M,Other Race/ Ethnicity,36.0,,
2018,Mental and Behavioral Disorders,M,Other Race/ Ethnicity,13.0,,
2018,Other Causes,M,Other Race/ Ethnicity,11.0,,
2018,Cerebrovascular Disease (Stroke),M,Other Race/ Ethnicity,9.0,,
2018,Accidents Except Drug Poisoning,M,Other Race/ Ethnicity,8.0,,
2018,Assault (Homicide),M,Other Race/ Ethnicity,7.0,,
2018,Intentional Self-Harm (Suicide),M,Other Race/ Ethnicity,6.0,,
2018,Essential Hypertension and Renal Diseases,M,Other Race/ Ethnicity,6.0,,
2018,Diseases of Heart,F,Other Race/ Ethnicity,55.0,,
2018,Malignant Neoplasms (Cancer),F,Other Race/ Ethnicity,32.0,,
2018,Diabetes Mellitus,F,Other Race/ Ethnicity,10.0,,
2018,Other Causes,F,Other Race/ Ethnicity,9.0,,
2018,Cerebrovascular Disease (Stroke),F,Other Race/ Ethnicity,9.0,,
2018,Essential Hypertension and Renal Diseases,F,Other Race/ Ethnicity,8.0,,
2018,Other Causes,F,Other Race/ Ethnicity,3.0,,
2018,Intentional Self-Harm (Suicide),F,Other Race/ Ethnicity,3.0,,
2018,Peptic Ulcer,F,Other Race/ Ethnicity,2.0,,
2018,Mental and Behavioral Disorders,F,Other Race/ Ethnicity,2.0,,
2018,Other Causes,F,Other Race/ Ethnicity,2.0,,
2018,Other Causes,F,Other Race/ Ethnicity,2.0,,
2018,Other Causes,F,Other Race/ Ethnicity,35.0,,
2019,Diseases of Heart,Male,Hispanic,1603.0,136.8029917,176.783287
2019,Malignant Neoplasms (Cancer),Male,Hispanic,1164.0,99.3379179,121.5817693
2019,Mental and Behavioral Disorders,Male,Hispanic,423.0,36.09960418,35.70789583
2019,Diabetes Mellitus,Male,Hispanic,245.0,20.9087542,25.40934387
2019,Other Causes,Male,Hispanic,182.0,15.5322174,19.85821025
2019,Cerebrovascular Disease (Stroke),Male,Hispanic,182.0,15.5322174,19.55837808
2019,Accidents Except Drug Poisoning,Male,Hispanic,174.0,14.84948257,16.10828575
2019,Chronic Liver Disease and Cirrhosis,Male,Hispanic,171.0,14.59345701,15.95641278
2019,Other Causes,Male,Hispanic,170.0,14.50811516,18.82042264
2019,Essential Hypertension and Renal Diseases,Male,Hispanic,135.0,11.52115027,15.71279828
2019,Other Causes,Male,Hispanic,1395.0,119.0518861,143.485633
2019,Diseases of Heart,Male,Asian and Pacific Islander,731.0,124.7523299,119.3723376
2019,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,671.0,114.5127406,105.9242636
2019,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,105.0,17.91928132,16.87065413
2019,Other Causes,Male,Asian and Pacific Islander,92.0,15.70070363,15.27352088
2019,Other Causes,Male,Asian and Pacific Islander,80.0,13.65278577,13.41842449
2019,Diabetes Mellitus,Male,Asian and Pacific Islander,76.0,12.97014648,11.96179248
2019,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,56.0,9.556950036,9.228507274
2019,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,52.0,8.874310748,8.389708675
2019,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,48.0,8.191671459,7.848126622
2019,Other Causes,Male,Asian and Pacific Islander,41.0,6.997052705,7.415199568
2019,Other Causes,Male,Asian and Pacific Islander,549.0,93.69224232,90.70089869
2019,Diseases of Heart,Male,Non-Hispanic White,4034.0,307.7768198,224.9990183
2019,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,2785.0,212.4835011,163.7927192
2019,Mental and Behavioral Disorders,Male,Non-Hispanic White,418.0,31.89159908,28.91253713
2019,Other Causes,Male,Non-Hispanic White,373.0,28.45829296,20.77153997
2019,Other Causes,Male,Non-Hispanic White,342.0,26.09312652,19.10848654
2019,Accidents Except Drug Poisoning,Male,Non-Hispanic White,272.0,20.75242811,16.68493048
2019,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,266.0,20.29465396,14.85203326
2019,Diabetes Mellitus,Male,Non-Hispanic White,248.0,18.92133151,14.48032854
2019,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,194.0,14.80136417,13.5805479
2019,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,181.0,13.80952018,10.0100868
2019,Other Causes,Male,Non-Hispanic White,2366.0,180.5156063,139.6400628
2019,Diseases of Heart,Male,Non-Hispanic Black,2315.0,279.3451137,279.643801
2019,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1421.0,171.4684262,168.4803046
2019,Diabetes Mellitus,Male,Non-Hispanic Black,377.0,45.49162327,44.92295145
2019,Mental and Behavioral Disorders,Male,Non-Hispanic Black,294.0,35.4762261,32.35415157
2019,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,228.0,27.51217534,27.14739223
2019,Other Causes,Male,Non-Hispanic Black,211.0,25.46082894,25.79699843
2019,Other Causes,Male,Non-Hispanic Black,210.0,25.3401615,25.6023163
2019,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,185.0,22.32347561,22.76463114
2019,Assault (Homicide),Male,Non-Hispanic Black,156.0,18.82411997,18.99230593
2019,Accidents Except Drug Poisoning,Male,Non-Hispanic Black,150.0,18.10011536,17.77687704
2019,Other Causes,Male,Non-Hispanic Black,1507.0,181.8458256,182.6826072
2019,Diseases of Heart,Male,Other Race/ Ethnicity,66.0,,
2019,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,32.0,,
2019,Intentional Self-Harm (Suicide),Male,Other Race/ Ethnicity,9.0,,
2019,Diabetes Mellitus,Male,Other Race/ Ethnicity,9.0,,
2019,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,8.0,,
2019,Essential Hypertension and Renal Diseases,Male,Other Race/ Ethnicity,5.0,,
2019,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,5.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,4.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,4.0,,
2019,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,4.0,,
2019,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,4.0,,
2019,Chronic Liver Disease and Cirrhosis,Male,Other Race/ Ethnicity,4.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,27.0,,
2019,Diseases of Heart,Male,Other Race/ Ethnicity,19.0,,
2019,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,15.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,6.0,,
2019,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,5.0,,
2019,Diabetes Mellitus,Male,Other Race/ Ethnicity,3.0,,
2019,Congenital Malformations,Male,Other Race/ Ethnicity,3.0,,
2019,Assault (Homicide),Male,Other Race/ Ethnicity,2.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,2.0,,
2019,Intentional Self-Harm (Suicide),Male,Other Race/ Ethnicity,2.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2019,Septicemia,Male,Other Race/ Ethnicity,1.0,,
2019,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2019,Essential Hypertension and Renal Diseases,Male,Other Race/ Ethnicity,1.0,,
2019,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,1.0,,
2019,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,1.0,,
2019,HIV (Human Immunodeficiency Virus Disease),Male,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Male,Other Race/ Ethnicity,10.0,,
2019,Diseases of Heart,Male,Not Stated/Unknown,193.0,237.3748555,414.5944733
2019,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,75.0,92.24411483,146.1092186
2019,Diabetes Mellitus,Male,Not Stated/Unknown,34.0,41.81733205,65.49320907
2019,Other Causes,Male,Not Stated/Unknown,22.0,27.05827368,48.36535015
2019,Mental and Behavioral Disorders,Male,Not Stated/Unknown,17.0,20.90866603,27.20905858
2019,Accidents Except Drug Poisoning,Male,Not Stated/Unknown,15.0,18.44882297,28.63593587
2019,Other Causes,Male,Not Stated/Unknown,14.0,17.21890143,28.51477435
2019,Mental and Behavioral Disorders,Male,Not Stated/Unknown,14.0,17.21890143,21.0146938
2019,Other Causes,Male,Not Stated/Unknown,14.0,17.21890143,12.84231049
2019,Chronic Liver Disease and Cirrhosis,Male,Not Stated/Unknown,14.0,17.21890143,24.15790476
2019,Other Causes,Male,Not Stated/Unknown,125.0,153.7401914,251.283561
2019,Diseases of Heart,Female,Hispanic,1574.0,125.7357217,111.7353368
2019,Malignant Neoplasms (Cancer),Female,Hispanic,1182.0,94.42161568,87.06528773
2019,Cerebrovascular Disease (Stroke),Female,Hispanic,249.0,19.89084797,17.65789189
2019,Other Causes,Female,Hispanic,231.0,18.45295535,15.93330728
2019,Diabetes Mellitus,Female,Hispanic,214.0,17.09494565,15.49801993
2019,Other Causes,Female,Hispanic,178.0,14.2191604,12.85579621
2019,Other Causes,Female,Hispanic,156.0,12.46173608,11.18444404
2019,Essential Hypertension and Renal Diseases,Female,Hispanic,151.0,12.06232146,10.7897817
2019,Mental and Behavioral Disorders,Female,Hispanic,104.0,8.307824053,8.039053498
2019,Accidents Except Drug Poisoning,Female,Hispanic,98.0,7.828526512,7.322347649
2019,Other Causes,Female,Hispanic,1279.0,102.1702593,93.37882892
2019,Diseases of Heart,Female,Asian and Pacific Islander,623.0,96.18932777,78.8163246
2019,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,582.0,89.85905098,75.79927081
2019,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,110.0,16.98366943,14.15550557
2019,Diabetes Mellitus,Female,Asian and Pacific Islander,78.0,12.0429656,9.944715133
2019,Other Causes,Female,Asian and Pacific Islander,67.0,10.34459865,8.518144202
2019,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,66.0,10.19020166,8.354977901
2019,Other Causes,Female,Asian and Pacific Islander,50.0,7.719849741,6.207494885
2019,Other Causes,Female,Asian and Pacific Islander,40.0,6.175879793,5.084314882
2019,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,40.0,6.175879793,5.346443053
2019,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,40.0,6.175879793,5.373332294
2019,Other Causes,Female,Asian and Pacific Islander,401.0,61.91319492,53.34011786
2019,Diseases of Heart,Female,Non-Hispanic White,4001.0,291.7699153,141.5642319
2019,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,2655.0,193.6138778,124.3381382
2019,Other Causes,Female,Non-Hispanic White,480.0,35.00363892,19.22599409
2019,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,390.0,28.44045662,14.41986136
2019,Other Causes,Female,Non-Hispanic White,341.0,24.86716848,10.50871683
2019,Other Causes,Female,Non-Hispanic White,308.0,22.46066831,11.14077883
2019,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,228.0,16.62672849,8.218487701
2019,Diabetes Mellitus,Female,Non-Hispanic White,197.0,14.36607681,8.62864342
2019,Accidents Except Drug Poisoning,Female,Non-Hispanic White,167.0,12.17834937,7.049815954
2019,Mental and Behavioral Disorders,Female,Non-Hispanic White,125.0,9.115530969,8.755260544
2019,Other Causes,Female,Non-Hispanic White,2264.0,165.1004969,96.12840989
2019,Diseases of Heart,Female,Non-Hispanic Black,2483.0,249.0161705,173.1869461
2019,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1753.0,175.805617,132.4018003
2019,Diabetes Mellitus,Female,Non-Hispanic Black,383.0,38.41046851,27.78150486
2019,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,316.0,31.69114373,22.36321122
2019,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,290.0,29.08364456,20.45669126
2019,Other Causes,Female,Non-Hispanic Black,242.0,24.26979995,18.07759942
2019,Other Causes,Female,Non-Hispanic Black,227.0,22.7654735,16.24829465
2019,Other Causes,Female,Non-Hispanic Black,171.0,17.14932145,10.82707992
2019,Mental and Behavioral Disorders,Female,Non-Hispanic Black,120.0,12.03461154,10.40042785
2019,Nephritis and Related Diseases,Female,Non-Hispanic Black,96.0,9.627689234,7.092763442
2019,Other Causes,Female,Non-Hispanic Black,1578.0,158.2551418,123.7629009
2019,Diseases of Heart,Female,Other Race/ Ethnicity,39.0,,
2019,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,35.0,,
2019,Diabetes Mellitus,Female,Other Race/ Ethnicity,14.0,,
2019,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,9.0,,
2019,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,5.0,,
2019,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,3.0,,
2019,Assault (Homicide),Female,Other Race/ Ethnicity,3.0,,
2019,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,3.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,3.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2019,Septicemia,Female,Other Race/ Ethnicity,2.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,28.0,,
2019,Diseases of Heart,Female,Other Race/ Ethnicity,30.0,,
2019,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,17.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,5.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,3.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2019,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,2.0,,
2019,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,2.0,,
2019,Nephritis and Related Diseases,Female,Other Race/ Ethnicity,2.0,,
2019,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,1.0,,
2019,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,1.0,,
2019,Diabetes Mellitus,Female,Other Race/ Ethnicity,1.0,,
2019,Intentional Self-Harm (Suicide),Female,Other Race/ Ethnicity,1.0,,
2019,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,1.0,,
2019,Congenital Malformations,Female,Other Race/ Ethnicity,1.0,,
2019,Septicemia,Female,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2019,Parkinson's Disease,Female,Other Race/ Ethnicity,1.0,,
2019,Peptic Ulcer,Female,Other Race/ Ethnicity,1.0,,
2019,Other Causes,Female,Other Race/ Ethnicity,17.0,,
2019,Diseases of Heart,Female,Not Stated/Unknown,110.0,121.6074291,161.6351392
2019,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,61.0,67.43684705,90.59242339
2019,Diabetes Mellitus,Female,Not Stated/Unknown,15.0,16.58283124,21.71794941
2019,Other Causes,Female,Not Stated/Unknown,12.0,13.26626499,18.86074635
2019,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,11.0,12.16074291,15.98649499
2019,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,10.0,11.05522083,14.64331729
2019,Accidents Except Drug Poisoning,Female,Not Stated/Unknown,9.0,9.949698745,12.73357975
2019,Other Causes,Female,Not Stated/Unknown,8.0,8.844176662,12.14778648
2019,Other Causes,Female,Not Stated/Unknown,7.0,7.73865458,6.390793995
2019,Mental and Behavioral Disorders,Female,Not Stated/Unknown,5.0,5.527610414,6.724040882
2019,Intentional Self-Harm (Suicide),Female,Not Stated/Unknown,5.0,5.527610414,6.979219825
2019,Other Causes,Female,Not Stated/Unknown,64.0,70.7534133,88.7919256
2020,Covid-19,Male,Hispanic,4104.0,334.1,399.5
2020,Diseases of Heart,Male,Hispanic,1968.0,160.2,204.7
2020,Malignant Neoplasms (Cancer),Male,Hispanic,1089.0,88.7,106.7
2020,Mental and Behavioral Disorders,Male,Hispanic,560.0,45.6,44.5
2020,Diabetes Mellitus,Male,Hispanic,278.0,22.6,27.5
2020,Other Causes,Male,Hispanic,276.0,22.5,29.3
2020,Cerebrovascular Disease (Stroke),Male,Hispanic,215.0,17.5,22.2
2020,Accidents Except Drug Poisoning,Male,Hispanic,201.0,16.4,17.7
2020,Chronic Liver Disease and Cirrhosis,Male,Hispanic,199.0,16.2,16.7
2020,Other Causes,Male,Hispanic,173.0,14.1,17.9
2020,Other Causes,Male,Hispanic,1796.0,146.2,176.0
2020,Covid-19,Male,Asian and Pacific Islander,1352.0,215.4,198.1
2020,Diseases of Heart,Male,Asian and Pacific Islander,979.0,156.0,152.7
2020,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,710.0,113.1,104.1
2020,Other Causes,Male,Asian and Pacific Islander,149.0,23.7,23.3
